decil_probabilidad;marca_bueno_evidente;clientes;respuesta;tasa_buenos;distribucion;lift;saldo_total;sum_pagos_3m_total;sum_pagos_1m_total;sum_pagos_2m_total; sum_pagos_3m_acum ; sum_pagos_1m_acum ; sum_pagos_2m_acum ;tasa_recu_3m_acum;tasa_recu_1m_acum;tasa_recu_2m_acum;buenos_acumulados;psi;ks;roc;fecha;segmento
4;1;491;420;0,855397149;0,017625099;2,841260733;6435513886;574081316;209470792;423210655;6117471617;2218177459;4264760406;0,024886227;0,009023674;0,017349291;0,708596638;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
5;0;2215;360;0,162528217;0,079510374;0,539848702;42452937495;1377664275;547621160;928334990; 7.495.135.892 ; 2.765.798.619 ; 5.193.095.396 ;0,026000357;0,009594456;0,018014661;0,658519137;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
5;1;570;503;0,88245614;0,020460909;2,931139044;8347910689;769287439;314351923;577879270;8264423331;3080150542;5770974666;0,027862139;0,010384219;0,019455888;0,615595565;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
6;0;2151;404;0,187819619;0,077213009;0,623855841;42970935809;1271404769;547267290;1021191539; 9.535.828.100 ; 3.627.417.832 ; 6.792.166.205 ;0,028080469;0,010681777;0,020001117;0,555621796;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
6;1;633;532;0,840442338;0,022722378;2,791587296;8953801809;708596858;262020320;493233388;10244424958;3889438152;7285399593;0,029392128;0,01115913;0,020902432;0,507452009;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
7;0;2068;431;0,208413926;0,074233613;0,692261257;49208921929;1683782108;707871506;1249124951; 11.928.207.066 ; 4.597.309.658 ; 8.534.524.544 ;0,029989051;0,011558229;0,021456895;0,444020508;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
7;1;718;598;0,832869081;0,025773566;2,766432199;11094558132;867117719;324400748;633927026;12795324785;4921710406;9168451570;0,031296148;0,012038036;0,022425161;0,392631453;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
8;0;1973;510;0,25848961;0,070823462;0,858591099;46891060719;1697402964;727394834;1228291878; 14.492.727.749 ; 5.649.105.240 ; 10.396.743.448 ;0,031800591;0,012395519;0,022812999;0,321330631;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
8;1;815;683;0,83803681;0,02925551;2,783597168;12651261083;1111842077;443225246;803135646;15604569826;6092330486;11199879094;0,03331541;0,01300699;0,023911493;0,260522237;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
9;0;1879;722;0,38424694;0,067449207;1,27630276;48842616208;2947332681;1144423421;2264724295; 18.551.902.507 ; 7.236.753.907 ; 13.464.603.389 ;0,035867692;0,013991323;0,02603206;0,179086682;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
9;1;907;780;0,859977949;0,032557973;2,856476179;14468492174;1393271947;525129403;1050442310;19945174454;7761883310;14515045699;0,037512079;0,014598237;0,027299312;0,093001073;1,404730194;0,22680017;0,654794735;202503;4_Medio_p2
0;0;784;18;0,022959184;0,097379208;0,082372722;21896524569;78093636;26176544;66691882; 78.093.636 ; 26.176.544 ; 66.691.882 ;0,003566485;0,001195466;0,003045775;1;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
0;1;23;14;0,608695652;0,002856788;2,183871968;1021266073;38755309;25358898;31561788;116848945;51535442;98253670;0,005098613;0,002248709;0,004287223;0,99197861;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
1;0;771;30;0,038910506;0,095764501;0,139602711;14445981998;211602914;52193045;141357757; 328.451.859 ; 103.728.487 ; 239.611.427 ;0,00879065;0,002776178;0,006412935;0,98573975;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
1;1;35;28;0,8;0,004347286;2,870231729;862657625;50205326;20622577;37559839;378657185;124351064;277171266;0,009905638;0,003253013;0,007250776;0,972370766;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
2;0;757;42;0,055482166;0,094025587;0,199058343;14018256500;111979574;51386047;73152829; 490.636.759 ; 175.737.111 ; 350.324.095 ;0,009391132;0,003363732;0,006705449;0,959893048;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
2;1;49;42;0,857142857;0,0060862;3,075248281;1061493400;40135202;19513351;30608078;530771961;195250462;380932173;0,009957044;0,003662811;0,007146116;0,941176471;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
3;0;713;48;0,067321178;0,088560427;0,241534227;11519153637;117781333;53271160;77333029; 648.553.294 ; 248.521.622 ; 458.265.202 ;0,010004627;0,003833711;0,00706923;0,922459893;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
3;1;93;80;0,860215054;0,01155136;3,086270676;1668634087;58212512;21382405;37338163;706765806;269904027;495603365;0,010629021;0,004059075;0,007453358;0,901069519;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
4;0;647;54;0,083462133;0,080362688;0,299444578;9341825434;98456370;47228498;77351353; 805.222.176 ; 317.132.525 ; 572.954.718 ;0,01061797;0,004181832;0,007555202;0,865418895;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
4;1;158;141;0,892405063;0,019624891;3,20176166;2670361638;152058481;57581849;103113084;957280657;374714374;676067802;0,012193702;0,004773057;0,008611653;0,841354724;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
5;0;603;74;0,122719735;0,074897528;0,440292595;8711569188;93619305;31375736;53712924; 1.050.899.962 ; 406.090.110 ; 729.780.726 ;0,012049156;0,00465605;0,008367344;0,778520499;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
5;1;202;183;0,905940594;0,025090051;3,250324297;3189095423;157602762;51891618;109620955;1208502724;457981728;839401681;0,013367385;0,005065787;0,009284716;0,745543672;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
6;0;532;72;0,135338346;0,066078748;0,485565518;6974422074;111859111;53162331;86065008; 1.320.361.835 ; 511.144.059 ; 925.466.689 ;0,013558688;0,005248897;0,009503542;0,66399287;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
6;1;272;252;0,926470588;0,033784623;3,323981598;3943046258;210498585;64786722;156663275;1530860420;575930781;1082129964;0,015108524;0,005684035;0,010679867;0,631907308;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
7;0;500;82;0,164;0,062104086;0,588397504;5912501683;107949014;30514532;56767406; 1.638.809.434 ; 606.445.313 ; 1.138.897.370 ;0,015282157;0,005655198;0,010620398;0,519607843;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
7;1;305;274;0,898360656;0,037883493;3,223129073;4097583385;271910715;115798198;198143042;1910720149;722243511;1337040412;0,017161997;0,006487157;0,012009233;0,483065954;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
8;0;507;113;0,222879684;0,062973544;0,799645427;6282296184;318430243;223201770;253583357; 2.229.150.392 ; 945.445.281 ; 1.590.623.769 ;0,018952674;0,008038361;0,013523795;0,360962567;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
8;1;299;278;0,929765886;0,037138244;3,335804434;3509098603;278566791;94923881;207797388;2507717183;1040369162;1798421157;0,020703416;0,008589165;0,014847552;0,310606061;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
9;0;495;138;0,278787879;0,061483046;1,000232269;5438212241;197300667;118105538;174497355; 2.705.017.850 ; 1.158.474.700 ; 1.972.918.512 ;0,021372731;0,009153273;0,01558831;0,186720143;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
9;1;306;281;0,918300654;0,038007701;3,294669591;3202611026;285638523;113454062;212349192;2990656373;1271928762;2185267704;0,023046428;0,009801666;0,016839987;0,125222816;1,669470493;0,38692415;0,743793986;202503;6_Bajo_p2
0;0;26425;621;0,023500473;0,100384824;0,488139669;53371371355;545349247;160778821;351121407; 545.349.247 ; 160.778.821 ; 351.121.407 ;0,010218011;0,003012454;0,006578834;1;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
0;1;115;82;0,713043478;0,000436869;14,81097026;201508224;39820780;18102511;29880221;585170027;178881332;381001628;0,010922878;0,003339028;0,007111838;0,950998185;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
1;0;28429;746;0,02624081;0,107997736;0,54506054;32355462888;457752810;152971702;277848972; 1.042.922.837 ; 331.853.034 ; 658.850.600 ;0,012137123;0,003861974;0,007667442;0,944527736;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
1;1;117;97;0,829059829;0,000444466;17,22080188;194668306;38089992;12929665;24607917;1081012829;344782699;683458517;0,012551963;0,004003375;0,007935841;0,885662432;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
2;0;25061;657;0,026216033;0,095203182;0,544545873;24340754950;355538202;113971362;226855108; 1.436.551.031 ; 458.754.061 ; 910.313.625 ;0,013004726;0,004152982;0,008240835;0,878008364;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
2;1;101;78;0,772277228;0,000383685;16,04134306;138951770;33453554;14081600;24783671;1470004585;472835661;935097296;0,013290854;0,004275082;0,00845456;0,826165864;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
3;0;26988;953;0,035311991;0,102523581;0,733482399;37371674812;603415392;199796821;392459974; 2.073.419.977 ; 672.632.482 ; 1.327.557.270 ;0,014012019;0,004545601;0,008971534;0,820011047;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
3;1;150;128;0,853333333;0,000569829;17,72499855;240045445;53012321;23914163;38448632;2126432298;696546645;1366005902;0,014346998;0,004699587;0,009216416;0,744811805;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
4;0;25047;779;0,031101529;0,095149998;0,646024874;42801714692;663256378;225035968;441777982; 2.789.688.676 ; 921.582.613 ; 1.807.783.884 ;0,014604465;0,004824632;0,009464037;0,734711592;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
4;1;125;98;0,784;0,000474857;16,28484242;186298918;47211990;17778392;33482609;2836900666;939361005;1841266493;0,014837156;0,004912913;0,009629931;0,673242326;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
5;0;25358;1544;0,060888083;0,096331443;1,264735754;53058958698;1335743363;457026325;858146220; 4.172.644.029 ; 1.396.387.330 ; 2.699.412.713 ;0,017082699;0,005716774;0,011051327;0,665509351;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
5;1;140;98;0,7;0,00053184;14,54003788;288788924;50606262;21630163;38734234;4223250291;1418017493;2738146947;0,017269462;0,005798472;0,011196666;0,543675531;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
6;0;26316;1217;0,04624563;0,099970749;0,960590303;49297555966;1017870686;357601736;676911387; 5.241.120.977 ; 1.775.619.229 ; 3.415.058.334 ;0,017836178;0,00604265;0,011621863;0,535942555;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
6;1;163;129;0,791411043;0,000619214;16,43878077;334591267;69711347;31413813;49572981;5310832324;1807033042;3464631315;0,018052859;0,006142561;0,011777156;0,439911623;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
7;0;32180;1390;0,043194531;0,122247252;0,897214448;58224900611;1176745167;406683948;786891098; 6.487.577.491 ; 2.213.716.990 ; 4.251.522.413 ;0,018409319;0,006281701;0,012064231;0,429732502;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
7;1;147;120;0,816326531;0,000558432;16,95631239;327000310;66875746;32859006;49392952;6554453237;2246575996;4300915365;0,018581845;0,006369033;0,012193076;0,320050501;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
8;0;23084;1092;0,047305493;0,08769284;0,982605228;38663211254;855998851;273193027;551914720; 7.410.452.088 ; 2.519.769.023 ; 4.852.830.085 ;0,018933317;0,006437878;0,012398727;0,310581551;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
8;1;169;152;0,899408284;0,000642007;18,68204359;351882753;71724799;28961109;50921256;7482176887;2548730132;4903751341;0,019099399;0,006506023;0,012517574;0,224414109;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
9;0;22571;2315;0,102565239;0,085744025;2,130432077;55980371667;2211282370;869904323;1511563957; 9.693.459.257 ; 3.418.634.455 ; 6.415.315.298 ;0,021650248;0,007635487;0,014328545;0,212420106;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
9;1;551;377;0,684210526;0,002093171;14,2120671;1284436957;212852026;82004999;147695616;9906311283;3500639454;6563010914;0,022062359;0,007796279;0,01461649;0,029748284;5,112367957;0,177630006;0,616316724;202504;1_Alto_p1
0;0;15209;145;0,009533829;0,099427324;0,220128549;2,03418E+11;770195508;265183110;412966143; 770.195.508 ; 265.183.110 ; 412.966.143 ;0,003786278;0,001303639;0,00203014;1;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
0;1;87;51;0,586206897;0,000568754;13,5350527;3374492431;106070584;30816738;61734244;876266092;295999848;474700387;0,004237426;0,001431389;0,002295545;0,978113208;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
1;0;15172;238;0,015686791;0,09918544;0,362195584;2,14835E+11;1268160922;416483371;812335546; 2.144.427.014 ; 712.483.219 ; 1.287.035.933 ;0,005086071;0,001689841;0,003052543;0,970415094;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
1;1;116;66;0,568965517;0,000758338;13,13696291;3873675133;127763520;44471341;93120361;2272190534;756954560;1380156294;0,005340035;0,001778972;0,003243602;0,934490566;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
2;0;15127;284;0,018774377;0,098891257;0,433485486;2,21346E+11;1301459651;462237870;924371056; 3.573.650.185 ; 1.219.192.430 ; 2.304.527.350 ;0,005524724;0,001884824;0,00356271;0,924528302;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
2;1;166;111;0,668674699;0,001085208;15,4391689;5364760934;186756337;57870222;123207784;3760406522;1277062652;2427735134;0,005765624;0,00195805;0,003722312;0,881660377;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
3;0;15106;322;0,021316033;0,098753971;0,492170318;2,04671E+11;1236316194;299817276;731143833; 4.996.722.716 ; 1.576.879.928 ; 3.158.878.967 ;0,005831278;0,001840251;0,003686477;0,86490566;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
3;1;191;129;0,67539267;0,001248643;15,59428154;4374811186;184306284;66348096;123346550;5181029000;1643228024;3282225517;0,006015654;0,00190794;0,003810968;0,816301887;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
4;0;15140;364;0,024042272;0,098976243;0,555117011;2,11358E+11;1260993460;384212825;856752644; 6.442.022.460 ; 2.027.440.849 ; 4.138.978.161 ;0,006005901;0,001890184;0,003858772;0,796830189;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
4;1;160;107;0,66875;0,001045984;15,44090755;3834584907;163263972;59228746;114001550;6605286432;2086669595;4252979711;0,006136176;0,001938473;0,003950931;0,741886792;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
5;0;15114;418;0,027656477;0,098806271;0,638566148;2,05874E+11;1596550691;553011979;917777239; 8.201.837.123 ; 2.639.681.574 ; 5.170.756.950 ;0,006396074;0,002058514;0,004032334;0,725735849;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
5;1;188;125;0,664893617;0,001229031;15,35186672;4478172752;211727300;69916734;157300916;8413564423;2709598308;5328057866;0,006538353;0,002105684;0,004140543;0,662641509;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
6;0;15063;465;0,030870345;0,098472863;0,712771792;2,10043E+11;1418736241;539441079;945439244; 9.832.300.664 ; 3.249.039.387 ; 6.273.497.110 ;0,006568685;0,002170592;0,004191148;0,643773585;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
6;1;236;168;0,711864407;0,001542827;16,43638503;5196787923;251859838;81659342;180311054;10084160502;3330698729;6453808164;0,006713637;0,002217448;0,004296692;0,573584906;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
7;0;15054;520;0,034542314;0,098414027;0,797554665;2,27007E+11;1622456777;475953443;1012479485; 11.706.617.279 ; 3.806.652.172 ; 7.466.287.649 ;0,006770556;0,002201588;0,004318149;0,548226415;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
7;1;242;164;0,67768595;0,001582051;15,64723156;5102738491;244848661;74741402;156905261;11951465940;3881393574;7623192910;0,006891826;0,00223821;0,004395922;0,469735849;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
8;0;14935;737;0,049347171;0,097636076;1,139387075;2,64021E+11;2916839088;917227656;2031711782; 14.868.305.028 ; 4.798.621.230 ; 9.654.904.692 ;0,007440955;0,002401506;0,004831869;0,444981132;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
8;1;362;269;0,743093923;0,002366539;17,15744981;7917969740;365812094;126539850;232961383;15234117122;4925161080;9887866075;0,007593936;0,002455105;0,004928925;0,333735849;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
9;0;14641;1401;0,095690185;0,09571408;2,209410544;4,09961E+11;6054000688;2074707367;3980866615; 21.288.117.810 ; 6.999.868.447 ; 13.868.732.690 ;0,008811122;0,002897236;0,005740249;0,293132075;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
9;1;657;541;0,823439878;0,004295072;19,01257425;13352156226;1008721625;367266945;689274927;22296839435;7367135392;14558007617;0,009177909;0,003032488;0,005992422;0,081660377;4,250418983;0,259455667;0,682056368;202504;3_Medio_p1
0;0;824;13;0,015776699;0,097549426;0,058759161;20697182595;45628215;5122160;16969931; 45.628.215 ; 5.122.160 ; 16.969.931 ;0,002204562;0,000247481;0,000819915;1;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
0;1;21;14;0,666666667;0,00248609;2,482951205;1119951330;20872377;6980463;13960926;66500592;12102623;30930857;0,00304809;0,00055473;0,001417732;0,994268078;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
1;0;805;31;0,038509317;0,095300107;0,143425132;15676889546;179448532;92502677;147472183; 245.949.124 ; 104.605.300 ; 178.403.040 ;0,006559689;0,002789919;0,004758173;0,988095238;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
1;1;40;33;0,825;0,004735409;3,072652116;1117242954;32395960;11726776;22375192;278345084;116332076;200778232;0,007208908;0,003012905;0,005199991;0,974426808;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
2;0;780;31;0,03974359;0,092340476;0,148022091;12650036909;45605198;8138967;29850334; 323.950.282 ; 124.471.043 ; 230.628.566 ;0,006319587;0,002428168;0,004499077;0,959876543;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
2;1;65;56;0,861538462;0,00769504;3,208736942;1342844596;67698484;24741068;48709975;391648766;149212111;279338541;0,007445207;0,002836508;0,0053102;0,946208113;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
3;0;748;43;0,057486631;0,088552149;0,21410475;12480971898;144637169;35715621;46075190; 536.285.935 ; 184.927.732 ; 325.413.731 ;0,008239763;0,002841321;0,004999818;0,921516755;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
3;1;97;81;0,835051546;0,011483367;3,110088365;1825921035;95706408;21392797;72634202;631992343;206320529;398047933;0,009445262;0,003083505;0,005948913;0,902557319;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
4;0;691;56;0,081041968;0,081804191;0,301834879;10205294826;109353074;38355350;76606659; 741.345.417 ; 244.675.879 ; 474.654.592 ;0,009613338;0,003172815;0,006155046;0,866843034;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
4;1;153;133;0,869281046;0,01811294;3,23757363;2942712258;131401277;61352142;94248797;872746694;306028021;568903389;0,010901287;0,003822529;0,007106047;0,842151675;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
5;0;642;46;0,07165109;0,076003315;0,266859242;8778182725;116987520;46330185;89442260; 989.734.214 ; 352.358.206 ; 658.345.649 ;0,011140985;0,003966335;0,007410695;0,7835097;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
5;1;202;185;0,915841584;0,023913816;3,410984948;3192068344;148816147;51304317;99812711;1138550361;403662523;758158360;0,012371607;0,004386239;0,008238228;0,763227513;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
6;0;577;58;0,100519931;0,068308275;0,374379125;8549777984;99467441;30821297;66116120; 1.238.017.802 ; 434.483.820 ; 824.274.480 ;0,0123089;0,004319823;0,008195288;0,681657848;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
6;1;267;243;0,91011236;0,031608855;3,38964687;3694170405;188146492;69910646;126853734;1426164294;504394466;951128214;0,013677183;0,004837238;0,009121498;0,656084656;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
7;0;540;74;0,137037037;0,063928022;0,510384414;6513907130;128860444;40432023;76793291; 1.555.024.738 ; 544.826.489 ; 1.027.921.505 ;0,014036147;0,004917777;0,009278346;0,548941799;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
7;1;305;272;0,891803279;0,036107494;3,321456038;3999640314;276083183;83514049;186584093;1831107921;628340538;1214505598;0,015952252;0,005473979;0,010580534;0,516313933;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
8;0;466;79;0,169527897;0,055167515;0,631394244;6086437633;125980015;41981393;100248160; 1.957.087.936 ; 670.321.931 ; 1.314.753.758 ;0,016191243;0,005545661;0,010877129;0,39638448;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
8;1;379;351;0,926121372;0,044868;3,449271265;4870045129;313293083;127150754;207922276;2270381019;797472685;1522676034;0,018055685;0,00634207;0,012109403;0,361552028;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
9;0;496;148;0,298387097;0,058719072;1,111320902;6549032009;250704181;105080172;180614578; 2.521.085.200 ; 902.552.857 ; 1.703.290.612 ;0,019056929;0,006822414;0,012875205;0,206790123;1,657192328;0,387652765;0,755757254;202504;6_Bajo_p2
